"idhod","hodnota","stapro_kod","vek_cis","vek_kod","vuzemi_cis","vuzemi_kod","rok","tyden","roktyden","casref_od","casref_do","vek_txt","priznak"
"879485397","570","5393","7700","410075610085000","97","19","2020","21","2020-W21","2020-05-18","2020-05-24","75-84",
"879485398","578","5393","7700","410085799999000","97","19","2020","21","2020-W21","2020-05-18","2020-05-24","85 a více",
"879490376","1919","5393",,,"97","19","2020","21","2020-W21","2020-05-18","2020-05-24","celkem",
"879485483","13","5393","7700","400000610015000","97","19","2020","22","2020-W22","2020-05-25","2020-05-31","0-14",
"879485484","30","5393","7700","410015610040000","97","19","2020","22","2020-W22","2020-05-25","2020-05-31","15-39",
"879485485","258","5393","7700","410040610065000","97","19","2020","22","2020-W22","2020-05-25","2020-05-31","40-64",
"879485486","517","5393","7700","410065610075000","97","19","2020","22","2020-W22","2020-05-25","2020-05-31","65-74",
"879485487","514","5393","7700","410075610085000","97","19","2020","22","2020-W22","2020-05-25","2020-05-31","75-84",
"879485488","607","5393","7700","410085799999000","97","19","2020","22","2020-W22","2020-05-25","2020-05-31","85 a více",
"879489916","1939","5393",,,"97","19","2020","22","2020-W22","2020-05-25","2020-05-31","celkem",
"879485573","3","5393","7700","400000610015000","97","19","2020","23","2020-W23","2020-06-01","2020-06-07","0-14",
"879485574","25","5393","7700","410015610040000","97","19","2020","23","2020-W23","2020-06-01","2020-06-07","15-39",
"879485575","304","5393","7700","410040610065000","97","19","2020","23","2020-W23","2020-06-01","2020-06-07","40-64",
"879485576","534","5393","7700","410065610075000","97","19","2020","23","2020-W23","2020-06-01","2020-06-07","65-74",
"879485577","651","5393","7700","410075610085000","97","19","2020","23","2020-W23","2020-06-01","2020-06-07","75-84",
"879485578","618","5393","7700","410085799999000","97","19","2020","23","2020-W23","2020-06-01","2020-06-07","85 a více",
"879490336","2135","5393",,,"97","19","2020","23","2020-W23","2020-06-01","2020-06-07","celkem",
"879485663","7","5393","7700","400000610015000","97","19","2020","24","2020-W24","2020-06-08","2020-06-14","0-14",
"879485664","26","5393","7700","410015610040000","97","19","2020","24","2020-W24","2020-06-08","2020-06-14","15-39",
"879485665","305","5393","7700","410040610065000","97","19","2020","24","2020-W24","2020-06-08","2020-06-14","40-64",
"879485666","472","5393","7700","410065610075000","97","19","2020","24","2020-W24","2020-06-08","2020-06-14","65-74",
"879485667","587","5393","7700","410075610085000","97","19","2020","24","2020-W24","2020-06-08","2020-06-14","75-84",
"879485668","586","5393","7700","410085799999000","97","19","2020","24","2020-W24","2020-06-08","2020-06-14","85 a více",
"879489918","1983","5393",,,"97","19","2020","24","2020-W24","2020-06-08","2020-06-14","celkem",
"879485753","6","5393","7700","400000610015000","97","19","2020","25","2020-W25","2020-06-15","2020-06-21","0-14",
"879485754","43","5393","7700","410015610040000","97","19","2020","25","2020-W25","2020-06-15","2020-06-21","15-39",
"879485755","323","5393","7700","410040610065000","97","19","2020","25","2020-W25","2020-06-15","2020-06-21","40-64",
"879485756","494","5393","7700","410065610075000","97","19","2020","25","2020-W25","2020-06-15","2020-06-21","65-74",
"879485757","573","5393","7700","410075610085000","97","19","2020","25","2020-W25","2020-06-15","2020-06-21","75-84",
"879485758","583","5393","7700","410085799999000","97","19","2020","25","2020-W25","2020-06-15","2020-06-21","85 a více",
"879489542","2022","5393",,,"97","19","2020","25","2020-W25","2020-06-15","2020-06-21","celkem",
"879485843","8","5393","7700","400000610015000","97","19","2020","26","2020-W26","2020-06-22","2020-06-28","0-14",
"879485844","34","5393","7700","410015610040000","97","19","2020","26","2020-W26","2020-06-22","2020-06-28","15-39",
"879485845","331","5393","7700","410040610065000","97","19","2020","26","2020-W26","2020-06-22","2020-06-28","40-64",
"879485846","503","5393","7700","410065610075000","97","19","2020","26","2020-W26","2020-06-22","2020-06-28","65-74",
"879485847","601","5393","7700","410075610085000","97","19","2020","26","2020-W26","2020-06-22","2020-06-28","75-84",
"879485848","605","5393","7700","410085799999000","97","19","2020","26","2020-W26","2020-06-22","2020-06-28","85 a více",
"879490060","2082","5393",,,"97","19","2020","26","2020-W26","2020-06-22","2020-06-28","celkem",
"879485933","9","5393","7700","400000610015000","97","19","2020","27","2020-W27","2020-06-29","2020-07-05","0-14",
"879485934","39","5393","7700","410015610040000","97","19","2020","27","2020-W27","2020-06-29","2020-07-05","15-39",
"879485935","330","5393","7700","410040610065000","97","19","2020","27","2020-W27","2020-06-29","2020-07-05","40-64",
"879485936","503","5393","7700","410065610075000","97","19","2020","27","2020-W27","2020-06-29","2020-07-05","65-74",
"879485937","603","5393","7700","410075610085000","97","19","2020","27","2020-W27","2020-06-29","2020-07-05","75-84",
"879485938","627","5393","7700","410085799999000","97","19","2020","27","2020-W27","2020-06-29","2020-07-05","85 a více",
"879490380","2111","5393",,,"97","19","2020","27","2020-W27","2020-06-29","2020-07-05","celkem",
"879486023","7","5393","7700","400000610015000","97","19","2020","28","2020-W28","2020-07-06","2020-07-12","0-14",
"879486024","39","5393","7700","410015610040000","97","19","2020","28","2020-W28","2020-07-06","2020-07-12","15-39",
"879486025","296","5393","7700","410040610065000","97","19","2020","28","2020-W28","2020-07-06","2020-07-12","40-64",
"879486026","474","5393","7700","410065610075000","97","19","2020","28","2020-W28","2020-07-06","2020-07-12","65-74",
"879486027","594","5393","7700","410075610085000","97","19","2020","28","2020-W28","2020-07-06","2020-07-12","75-84",
"879486028","589","5393","7700","410085799999000","97","19","2020","28","2020-W28","2020-07-06","2020-07-12","85 a více",
"879489709","1999","5393",,,"97","19","2020","28","2020-W28","2020-07-06","2020-07-12","celkem",
"879486113","10","5393","7700","400000610015000","97","19","2020","29","2020-W29","2020-07-13","2020-07-19","0-14",
"879486114","23","5393","7700","410015610040000","97","19","2020","29","2020-W29","2020-07-13","2020-07-19","15-39",
"879486115","310","5393","7700","410040610065000","97","19","2020","29","2020-W29","2020-07-13","2020-07-19","40-64",
"879486116","510","5393","7700","410065610075000","97","19","2020","29","2020-W29","2020-07-13","2020-07-19","65-74",
"879486117","563","5393","7700","410075610085000","97","19","2020","29","2020-W29","2020-07-13","2020-07-19","75-84",
"879486118","573","5393","7700","410085799999000","97","19","2020","29","2020-W29","2020-07-13","2020-07-19","85 a více",
"879489675","1989","5393",,,"97","19","2020","29","2020-W29","2020-07-13","2020-07-19","celkem",
"879486203","7","5393","7700","400000610015000","97","19","2020","30","2020-W30","2020-07-20","2020-07-26","0-14",
"879486204","41","5393","7700","410015610040000","97","19","2020","30","2020-W30","2020-07-20","2020-07-26","15-39",
"879486205","340","5393","7700","410040610065000","97","19","2020","30","2020-W30","2020-07-20","2020-07-26","40-64",
"879486206","498","5393","7700","410065610075000","97","19","2020","30","2020-W30","2020-07-20","2020-07-26","65-74",
"879486207","580","5393","7700","410075610085000","97","19","2020","30","2020-W30","2020-07-20","2020-07-26","75-84",
"879486208","622","5393","7700","410085799999000","97","19","2020","30","2020-W30","2020-07-20","2020-07-26","85 a více",
"879489521","2088","5393",,,"97","19","2020","30","2020-W30","2020-07-20","2020-07-26","celkem",
"879486293","9","5393","7700","400000610015000","97","19","2020","31","2020-W31","2020-07-27","2020-08-02","0-14",
"879486294","40","5393","7700","410015610040000","97","19","2020","31","2020-W31","2020-07-27","2020-08-02","15-39",
"879486295","342","5393","7700","410040610065000","97","19","2020","31","2020-W31","2020-07-27","2020-08-02","40-64",
"879486296","503","5393","7700","410065610075000","97","19","2020","31","2020-W31","2020-07-27","2020-08-02","65-74",
"879486297","665","5393","7700","410075610085000","97","19","2020","31","2020-W31","2020-07-27","2020-08-02","75-84",
"879486298","668","5393","7700","410085799999000","97","19","2020","31","2020-W31","2020-07-27","2020-08-02","85 a více",
"879489763","2227","5393",,,"97","19","2020","31","2020-W31","2020-07-27","2020-08-02","celkem",
"879486383","10","5393","7700","400000610015000","97","19","2020","32","2020-W32","2020-08-03","2020-08-09","0-14",
"879486384","51","5393","7700","410015610040000","97","19","2020","32","2020-W32","2020-08-03","2020-08-09","15-39",
"879486385","307","5393","7700","410040610065000","97","19","2020","32","2020-W32","2020-08-03","2020-08-09","40-64",
"879486386","519","5393","7700","410065610075000","97","19","2020","32","2020-W32","2020-08-03","2020-08-09","65-74",
"879486387","652","5393","7700","410075610085000","97","19","2020","32","2020-W32","2020-08-03","2020-08-09","75-84",
"879486388","627","5393","7700","410085799999000","97","19","2020","32","2020-W32","2020-08-03","2020-08-09","85 a více",
"879490193","2166","5393",,,"97","19","2020","32","2020-W32","2020-08-03","2020-08-09","celkem",
"879486473","7","5393","7700","400000610015000","97","19","2020","33","2020-W33","2020-08-10","2020-08-16","0-14",
"879486474","45","5393","7700","410015610040000","97","19","2020","33","2020-W33","2020-08-10","2020-08-16","15-39",
"879486475","326","5393","7700","410040610065000","97","19","2020","33","2020-W33","2020-08-10","2020-08-16","40-64",
"879486476","531","5393","7700","410065610075000","97","19","2020","33","2020-W33","2020-08-10","2020-08-16","65-74",
"879486477","628","5393","7700","410075610085000","97","19","2020","33","2020-W33","2020-08-10","2020-08-16","75-84",
"879486478","650","5393","7700","410085799999000","97","19","2020","33","2020-W33","2020-08-10","2020-08-16","85 a více",
"879490255","2187","5393",,,"97","19","2020","33","2020-W33","2020-08-10","2020-08-16","celkem",
"879486563","8","5393","7700","400000610015000","97","19","2020","34","2020-W34","2020-08-17","2020-08-23","0-14",
"879486564","43","5393","7700","410015610040000","97","19","2020","34","2020-W34","2020-08-17","2020-08-23","15-39",
"879486565","341","5393","7700","410040610065000","97","19","2020","34","2020-W34","2020-08-17","2020-08-23","40-64",
"879486566","477","5393","7700","410065610075000","97","19","2020","34","2020-W34","2020-08-17","2020-08-23","65-74",
"879486567","604","5393","7700","410075610085000","97","19","2020","34","2020-W34","2020-08-17","2020-08-23","75-84",
"879486568","631","5393","7700","410085799999000","97","19","2020","34","2020-W34","2020-08-17","2020-08-23","85 a více",
"879489532","2104","5393",,,"97","19","2020","34","2020-W34","2020-08-17","2020-08-23","celkem",
"879486653","7","5393","7700","400000610015000","97","19","2020","35","2020-W35","2020-08-24","2020-08-30","0-14",
"879486654","29","5393","7700","410015610040000","97","19","2020","35","2020-W35","2020-08-24","2020-08-30","15-39",
"879486655","301","5393","7700","410040610065000","97","19","2020","35","2020-W35","2020-08-24","2020-08-30","40-64",
"879486656","482","5393","7700","410065610075000","97","19","2020","35","2020-W35","2020-08-24","2020-08-30","65-74",
"879486657","596","5393","7700","410075610085000","97","19","2020","35","2020-W35","2020-08-24","2020-08-30","75-84",
"879486658","618","5393","7700","410085799999000","97","19","2020","35","2020-W35","2020-08-24","2020-08-30","85 a více",
"879489551","2033","5393",,,"97","19","2020","35","2020-W35","2020-08-24","2020-08-30","celkem",
"879486743","8","5393","7700","400000610015000","97","19","2020","36","2020-W36","2020-08-31","2020-09-06","0-14",
"879486744","38","5393","7700","410015610040000","97","19","2020","36","2020-W36","2020-08-31","2020-09-06","15-39",
"879486745","307","5393","7700","410040610065000","97","19","2020","36","2020-W36","2020-08-31","2020-09-06","40-64",
"879486746","516","5393","7700","410065610075000","97","19","2020","36","2020-W36","2020-08-31","2020-09-06","65-74",
"879486747","589","5393","7700","410075610085000","97","19","2020","36","2020-W36","2020-08-31","2020-09-06","75-84",
"879486748","580","5393","7700","410085799999000","97","19","2020","36","2020-W36","2020-08-31","2020-09-06","85 a více",
"879489913","2038","5393",,,"97","19","2020","36","2020-W36","2020-08-31","2020-09-06","celkem",
"879486833","8","5393","7700","400000610015000","97","19","2020","37","2020-W37","2020-09-07","2020-09-13","0-14",
"879486834","31","5393","7700","410015610040000","97","19","2020","37","2020-W37","2020-09-07","2020-09-13","15-39",
"879486835","293","5393","7700","410040610065000","97","19","2020","37","2020-W37","2020-09-07","2020-09-13","40-64",
"879486836","505","5393","7700","410065610075000","97","19","2020","37","2020-W37","2020-09-07","2020-09-13","65-74",
"879486837","638","5393","7700","410075610085000","97","19","2020","37","2020-W37","2020-09-07","2020-09-13","75-84",
"879486838","614","5393","7700","410085799999000","97","19","2020","37","2020-W37","2020-09-07","2020-09-13","85 a více",
"879489909","2089","5393",,,"97","19","2020","37","2020-W37","2020-09-07","2020-09-13","celkem",
"879486923","8","5393","7700","400000610015000","97","19","2020","38","2020-W38","2020-09-14","2020-09-20","0-14",
"879486924","37","5393","7700","410015610040000","97","19","2020","38","2020-W38","2020-09-14","2020-09-20","15-39",
"879486925","314","5393","7700","410040610065000","97","19","2020","38","2020-W38","2020-09-14","2020-09-20","40-64",
"879486926","504","5393","7700","410065610075000","97","19","2020","38","2020-W38","2020-09-14","2020-09-20","65-74",
"879486927","700","5393","7700","410075610085000","97","19","2020","38","2020-W38","2020-09-14","2020-09-20","75-84",
"879486928","657","5393","7700","410085799999000","97","19","2020","38","2020-W38","2020-09-14","2020-09-20","85 a více",
"879489496","2220","5393",,,"97","19","2020","38","2020-W38","2020-09-14","2020-09-20","celkem",
"879487013","10","5393","7700","400000610015000","97","19","2020","39","2020-W39","2020-09-21","2020-09-27","0-14",
"879487014","37","5393","7700","410015610040000","97","19","2020","39","2020-W39","2020-09-21","2020-09-27","15-39",
"879487015","339","5393","7700","410040610065000","97","19","2020","39","2020-W39","2020-09-21","2020-09-27","40-64",
"879487016","546","5393","7700","410065610075000","97","19","2020","39","2020-W39","2020-09-21","2020-09-27","65-74",
"879487017","730","5393","7700","410075610085000","97","19","2020","39","2020-W39","2020-09-21","2020-09-27","75-84",
"879487018","730","5393","7700","410085799999000","97","19","2020","39","2020-W39","2020-09-21","2020-09-27","85 a více",
"879490119","2392","5393",,,"97","19","2020","39","2020-W39","2020-09-21","2020-09-27","celkem",
"879487103","6","5393","7700","400000610015000","97","19","2020","40","2020-W40","2020-09-28","2020-10-04","0-14",
"879487104","41","5393","7700","410015610040000","97","19","2020","40","2020-W40","2020-09-28","2020-10-04","15-39",
"879487105","323","5393","7700","410040610065000","97","19","2020","40","2020-W40","2020-09-28","2020-10-04","40-64",
"879487106","557","5393","7700","410065610075000","97","19","2020","40","2020-W40","2020-09-28","2020-10-04","65-74",
"879487107","740","5393","7700","410075610085000","97","19","2020","40","2020-W40","2020-09-28","2020-10-04","75-84",
"879487108","714","5393","7700","410085799999000","97","19","2020","40","2020-W40","2020-09-28","2020-10-04","85 a více",
"879489778","2381","5393",,,"97","19","2020","40","2020-W40","2020-09-28","2020-10-04","celkem",
"879487193","11","5393","7700","400000610015000","97","19","2020","41","2020-W41","2020-10-05","2020-10-11","0-14",
"879487194","31","5393","7700","410015610040000","97","19","2020","41","2020-W41","2020-10-05","2020-10-11","15-39",
"879487195","363","5393","7700","410040610065000","97","19","2020","41","2020-W41","2020-10-05","2020-10-11","40-64",
"879487196","642","5393","7700","410065610075000","97","19","2020","41","2020-W41","2020-10-05","2020-10-11","65-74",
"879487197","795","5393","7700","410075610085000","97","19","2020","41","2020-W41","2020-10-05","2020-10-11","75-84",
"879487198","767","5393","7700","410085799999000","97","19","2020","41","2020-W41","2020-10-05","2020-10-11","85 a více",
"879489809","2609","5393",,,"97","19","2020","41","2020-W41","2020-10-05","2020-10-11","celkem",
"879487283","5","5393","7700","400000610015000","97","19","2020","42","2020-W42","2020-10-12","2020-10-18","0-14",
"879487284","32","5393","7700","410015610040000","97","19","2020","42","2020-W42","2020-10-12","2020-10-18","15-39",
"879487285","369","5393","7700","410040610065000","97","19","2020","42","2020-W42","2020-10-12","2020-10-18","40-64",
"879487286","707","5393","7700","410065610075000","97","19","2020","42","2020-W42","2020-10-12","2020-10-18","65-74",
"879487287","914","5393","7700","410075610085000","97","19","2020","42","2020-W42","2020-10-12","2020-10-18","75-84",
"879487288","919","5393","7700","410085799999000","97","19","2020","42","2020-W42","2020-10-12","2020-10-18","85 a více",
"879489660","2946","5393",,,"97","19","2020","42","2020-W42","2020-10-12","2020-10-18","celkem",
"879487373","7","5393","7700","400000610015000","97","19","2020","43","2020-W43","2020-10-19","2020-10-25","0-14",
"879487374","37","5393","7700","410015610040000","97","19","2020","43","2020-W43","2020-10-19","2020-10-25","15-39",
"879487375","413","5393","7700","410040610065000","97","19","2020","43","2020-W43","2020-10-19","2020-10-25","40-64",
"879487376","783","5393","7700","410065610075000","97","19","2020","43","2020-W43","2020-10-19","2020-10-25","65-74",
"879487377","1190","5393","7700","410075610085000","97","19","2020","43","2020-W43","2020-10-19","2020-10-25","75-84",
"879487378","1217","5393","7700","410085799999000","97","19","2020","43","2020-W43","2020-10-19","2020-10-25","85 a více",
"879489632","3647","5393",,,"97","19","2020","43","2020-W43","2020-10-19","2020-10-25","celkem",
"879487463","8","5393","7700","400000610015000","97","19","2020","44","2020-W44","2020-10-26","2020-11-01","0-14",
"879487464","33","5393","7700","410015610040000","97","19","2020","44","2020-W44","2020-10-26","2020-11-01","15-39",
"879487465","459","5393","7700","410040610065000","97","19","2020","44","2020-W44","2020-10-26","2020-11-01","40-64",
"879487466","925","5393","7700","410065610075000","97","19","2020","44","2020-W44","2020-10-26","2020-11-01","65-74",
"879487467","1453","5393","7700","410075610085000","97","19","2020","44","2020-W44","2020-10-26","2020-11-01","75-84",
"879487468","1348","5393","7700","410085799999000","97","19","2020","44","2020-W44","2020-10-26","2020-11-01","85 a více",
"879489742","4226","5393",,,"97","19","2020","44","2020-W44","2020-10-26","2020-11-01","celkem",
"879487553","2","5393","7700","400000610015000","97","19","2020","45","2020-W45","2020-11-02","2020-11-08","0-14",
"879487554","46","5393","7700","410015610040000","97","19","2020","45","2020-W45","2020-11-02","2020-11-08","15-39",
"879487555","443","5393","7700","410040610065000","97","19","2020","45","2020-W45","2020-11-02","2020-11-08","40-64",
"879487556","872","5393","7700","410065610075000","97","19","2020","45","2020-W45","2020-11-02","2020-11-08","65-74",
"879487557","1445","5393","7700","410075610085000","97","19","2020","45","2020-W45","2020-11-02","2020-11-08","75-84",
"879487558","1430","5393","7700","410085799999000","97","19","2020","45","2020-W45","2020-11-02","2020-11-08","85 a více",
"879489527","4238","5393",,,"97","19","2020","45","2020-W45","2020-11-02","2020-11-08","celkem",
"879487643","1","5393","7700","400000610015000","97","19","2020","46","2020-W46","2020-11-09","2020-11-15","0-14",
"879487644","45","5393","7700","410015610040000","97","19","2020","46","2020-W46","2020-11-09","2020-11-15","15-39",
"879487645","414","5393","7700","410040610065000","97","19","2020","46","2020-W46","2020-11-09","2020-11-15","40-64",
"879487646","862","5393","7700","410065610075000","97","19","2020","46","2020-W46","2020-11-09","2020-11-15","65-74",
"879487647","1263","5393","7700","410075610085000","97","19","2020","46","2020-W46","2020-11-09","2020-11-15","75-84",
"879487648","1267","5393","7700","410085799999000","97","19","2020","46","2020-W46","2020-11-09","2020-11-15","85 a více",
"879490228","3852","5393",,,"97","19","2020","46","2020-W46","2020-11-09","2020-11-15","celkem",
"879487733","3","5393","7700","400000610015000","97","19","2020","47","2020-W47","2020-11-16","2020-11-22","0-14",
"879487734","31","5393","7700","410015610040000","97","19","2020","47","2020-W47","2020-11-16","2020-11-22","15-39",
"879487735","443","5393","7700","410040610065000","97","19","2020","47","2020-W47","2020-11-16","2020-11-22","40-64",
"879487736","764","5393","7700","410065610075000","97","19","2020","47","2020-W47","2020-11-16","2020-11-22","65-74",
"879487737","1116","5393","7700","410075610085000","97","19","2020","47","2020-W47","2020-11-16","2020-11-22","75-84",
"879487738","1067","5393","7700","410085799999000","97","19","2020","47","2020-W47","2020-11-16","2020-11-22","85 a více",
"879490386","3424","5393",,,"97","19","2020","47","2020-W47","2020-11-16","2020-11-22","celkem",
"879487823","4","5393","7700","400000610015000","97","19","2020","48","2020-W48","2020-11-23","2020-11-29","0-14",
"879487824","32","5393","7700","410015610040000","97","19","2020","48","2020-W48","2020-11-23","2020-11-29","15-39",
"879487825","400","5393","7700","410040610065000","97","19","2020","48","2020-W48","2020-11-23","2020-11-29","40-64",
"879487826","710","5393","7700","410065610075000","97","19","2020","48","2020-W48","2020-11-23","2020-11-29","65-74",
"879487827","986","5393","7700","410075610085000","97","19","2020","48","2020-W48","2020-11-23","2020-11-29","75-84",
"879487828","1037","5393","7700","410085799999000","97","19","2020","48","2020-W48","2020-11-23","2020-11-29","85 a více",
"879490268","3169","5393",,,"97","19","2020","48","2020-W48","2020-11-23","2020-11-29","celkem",
"879487913","5","5393","7700","400000610015000","97","19","2020","49","2020-W49","2020-11-30","2020-12-06","0-14",
"879487914","33","5393","7700","410015610040000","97","19","2020","49","2020-W49","2020-11-30","2020-12-06","15-39",
"879487915","401","5393","7700","410040610065000","97","19","2020","49","2020-W49","2020-11-30","2020-12-06","40-64",
"879487916","759","5393","7700","410065610075000","97","19","2020","49","2020-W49","2020-11-30","2020-12-06","65-74",
"879487917","955","5393","7700","410075610085000","97","19","2020","49","2020-W49","2020-11-30","2020-12-06","75-84",
"879487918","947","5393","7700","410085799999000","97","19","2020","49","2020-W49","2020-11-30","2020-12-06","85 a více",
"879490071","3100","5393",,,"97","19","2020","49","2020-W49","2020-11-30","2020-12-06","celkem",
"879488003","10","5393","7700","400000610015000","97","19","2020","50","2020-W50","2020-12-07","2020-12-13","0-14",
"879488004","38","5393","7700","410015610040000","97","19","2020","50","2020-W50","2020-12-07","2020-12-13","15-39",
"879488005","345","5393","7700","410040610065000","97","19","2020","50","2020-W50","2020-12-07","2020-12-13","40-64",
"879488006","661","5393","7700","410065610075000","97","19","2020","50","2020-W50","2020-12-07","2020-12-13","65-74",
"879488007","1045","5393","7700","410075610085000","97","19","2020","50","2020-W50","2020-12-07","2020-12-13","75-84",
"879488008","1005","5393","7700","410085799999000","97","19","2020","50","2020-W50","2020-12-07","2020-12-13","85 a více",
"879490036","3104","5393",,,"97","19","2020","50","2020-W50","2020-12-07","2020-12-13","celkem",
"879488093","12","5393","7700","400000610015000","97","19","2020","51","2020-W51","2020-12-14","2020-12-20","0-14",
"879488094","43","5393","7700","410015610040000","97","19","2020","51","2020-W51","2020-12-14","2020-12-20","15-39",
"879488095","402","5393","7700","410040610065000","97","19","2020","51","2020-W51","2020-12-14","2020-12-20","40-64",
"879488096","702","5393","7700","410065610075000","97","19","2020","51","2020-W51","2020-12-14","2020-12-20","65-74",
"879488097","1038","5393","7700","410075610085000","97","19","2020","51","2020-W51","2020-12-14","2020-12-20","75-84",
"879488098","1045","5393","7700","410085799999000","97","19","2020","51","2020-W51","2020-12-14","2020-12-20","85 a více",
"879489979","3242","5393",,,"97","19","2020","51","2020-W51","2020-12-14","2020-12-20","celkem",
"879488183","9","5393","7700","400000610015000","97","19","2020","52","2020-W52","2020-12-21","2020-12-27","0-14",
"879488184","42","5393","7700","410015610040000","97","19","2020","52","2020-W52","2020-12-21","2020-12-27","15-39",
"879488185","400","5393","7700","410040610065000","97","19","2020","52","2020-W52","2020-12-21","2020-12-27","40-64",
"879488186","715","5393","7700","410065610075000","97","19","2020","52","2020-W52","2020-12-21","2020-12-27","65-74",
"879488187","1063","5393","7700","410075610085000","97","19","2020","52","2020-W52","2020-12-21","2020-12-27","75-84",
"879488188","985","5393","7700","410085799999000","97","19","2020","52","2020-W52","2020-12-21","2020-12-27","85 a více",
"879490110","3214","5393",,,"97","19","2020","52","2020-W52","2020-12-21","2020-12-27","celkem",
"912960069","11","5393","7700","400000610015000","97","19","2020","53","2020-W53","2020-12-28","2021-01-03","0-14","P"
"912960070","46","5393","7700","410015610040000","97","19","2020","53","2020-W53","2020-12-28","2021-01-03","15-39","P"
"912960071","438","5393","7700","410040610065000","97","19","2020","53","2020-W53","2020-12-28","2021-01-03","40-64","P"
"912960072","764","5393","7700","410065610075000","97","19","2020","53","2020-W53","2020-12-28","2021-01-03","65-74","P"
"912960073","1212","5393","7700","410075610085000","97","19","2020","53","2020-W53","2020-12-28","2021-01-03","75-84","P"
"912960074","1070","5393","7700","410085799999000","97","19","2020","53","2020-W53","2020-12-28","2021-01-03","85 a více","P"
"912963690","3541","5393",,,"97","19","2020","53","2020-W53","2020-12-28","2021-01-03","celkem","P"
"912960159","6","5393","7700","400000610015000","97","19","2021","01","2021-W01","2021-01-04","2021-01-10","0-14","P"
"912960160","52","5393","7700","410015610040000","97","19","2021","01","2021-W01","2021-01-04","2021-01-10","15-39","P"
"912960161","466","5393","7700","410040610065000","97","19","2021","01","2021-W01","2021-01-04","2021-01-10","40-64","P"
"912960162","874","5393","7700","410065610075000","97","19","2021","01","2021-W01","2021-01-04","2021-01-10","65-74","P"
"912960163","1290","5393","7700","410075610085000","97","19","2021","01","2021-W01","2021-01-04","2021-01-10","75-84","P"
"912960164","1133","5393","7700","410085799999000","97","19","2021","01","2021-W01","2021-01-04","2021-01-10","85 a více","P"
"912964152","3821","5393",,,"97","19","2021","01","2021-W01","2021-01-04","2021-01-10","celkem","P"
"912960249","4","5393","7700","400000610015000","97","19","2021","02","2021-W02","2021-01-11","2021-01-17","0-14","P"
"912960250","49","5393","7700","410015610040000","97","19","2021","02","2021-W02","2021-01-11","2021-01-17","15-39","P"
"912960251","464","5393","7700","410040610065000","97","19","2021","02","2021-W02","2021-01-11","2021-01-17","40-64","P"
"912960252","906","5393","7700","410065610075000","97","19","2021","02","2021-W02","2021-01-11","2021-01-17","65-74","P"
"912960253","1171","5393","7700","410075610085000","97","19","2021","02","2021-W02","2021-01-11","2021-01-17","75-84","P"
"912960254","1142","5393","7700","410085799999000","97","19","2021","02","2021-W02","2021-01-11","2021-01-17","85 a více","P"
"912964103","3736","5393",,,"97","19","2021","02","2021-W02","2021-01-11","2021-01-17","celkem","P"
"912960339","6","5393","7700","400000610015000","97","19","2021","03","2021-W03","2021-01-18","2021-01-24","0-14","P"
"912960340","39","5393","7700","410015610040000","97","19","2021","03","2021-W03","2021-01-18","2021-01-24","15-39","P"
"912960341","466","5393","7700","410040610065000","97","19","2021","03","2021-W03","2021-01-18","2021-01-24","40-64","P"
"912960342","869","5393","7700","410065610075000","97","19","2021","03","2021-W03","2021-01-18","2021-01-24","65-74","P"
"912960343","1138","5393","7700","410075610085000","97","19","2021","03","2021-W03","2021-01-18","2021-01-24","75-84","P"
"912960344","1064","5393","7700","410085799999000","97","19","2021","03","2021-W03","2021-01-18","2021-01-24","85 a více","P"
"912963825","3582","5393",,,"97","19","2021","03","2021-W03","2021-01-18","2021-01-24","celkem","P"
"912960429","8","5393","7700","400000610015000","97","19","2021","04","2021-W04","2021-01-25","2021-01-31","0-14","P"
"912960430","45","5393","7700","410015610040000","97","19","2021","04","2021-W04","2021-01-25","2021-01-31","15-39","P"
"912960431","448","5393","7700","410040610065000","97","19","2021","04","2021-W04","2021-01-25","2021-01-31","40-64","P"
"912960432","834","5393","7700","410065610075000","97","19","2021","04","2021-W04","2021-01-25","2021-01-31","65-74","P"
"912960433","1060","5393","7700","410075610085000","97","19","2021","04","2021-W04","2021-01-25","2021-01-31","75-84","P"
"912960434","1040","5393","7700","410085799999000","97","19","2021","04","2021-W04","2021-01-25","2021-01-31","85 a více","P"
"912963587","3435","5393",,,"97","19","2021","04","2021-W04","2021-01-25","2021-01-31","celkem","P"
"912960519","13","5393","7700","400000610015000","97","19","2021","05","2021-W05","2021-02-01","2021-02-07","0-14","P"
"912960520","30","5393","7700","410015610040000","97","19","2021","05","2021-W05","2021-02-01","2021-02-07","15-39","P"
"912960521","441","5393","7700","410040610065000","97","19","2021","05","2021-W05","2021-02-01","2021-02-07","40-64","P"
"912960522","812","5393","7700","410065610075000","97","19","2021","05","2021-W05","2021-02-01","2021-02-07","65-74","P"
"912960523","1028","5393","7700","410075610085000","97","19","2021","05","2021-W05","2021-02-01","2021-02-07","75-84","P"
"912960524","935","5393","7700","410085799999000","97","19","2021","05","2021-W05","2021-02-01","2021-02-07","85 a více","P"
"912963821","3259","5393",,,"97","19","2021","05","2021-W05","2021-02-01","2021-02-07","celkem","P"
"912960609","10","5393","7700","400000610015000","97","19","2021","06","2021-W06","2021-02-08","2021-02-14","0-14","P"
